,urls,status_code,tinken_title,tinken_model,key,value,breadcrumb,data_sheet
404,https://www.mrosupply.com/clutches-and-brakes/2128202_1081012l2rlf_stearns/,200,Stearns 1081012L2RLF Brake Assembly-INT 8017429,MODEL 1081012L2RLF,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Components']",
405,https://www.mrosupply.com/clutches-and-brakes/2128428_108102102bdf_stearns/,200,Stearns 108102102BDF SVR-Brake Assembly-STD 8026210,MODEL 108102102BDF,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Replacement Parts']",
406,https://www.mrosupply.com/clutches-and-brakes/2129119_1082012h2cmf_stearns/,200,Stearns 1082012H2CMF Brake Assembly-INT 132362,MODEL 1082012H2CMF,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Components']",
407,https://www.mrosupply.com/clutches-and-brakes/2129257_1082021h2fff_stearns/,200,Stearns 1082021H2FFF Brake Assembly-INT 175556,MODEL 1082021H2FFF,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Components']",
408,https://www.mrosupply.com/clutches-and-brakes/2129584_108203102xlf_stearns/,200,Stearns 108203102XLF Brake Assembly-STD 8088027,MODEL 108203102XLF,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Replacement Parts']",
409,https://www.mrosupply.com/clutches-and-brakes/2129845_108204102gqf_stearns/,200,Stearns 108204102GQF SVR-Brake Assembly-STD 8026677,MODEL 108204102GQF,[],[],"['Clutches and Brakes', 'Magnetic Clutches & Brakes', 'Magnetic Brakes']",
410,https://www.mrosupply.com/clutches-and-brakes/2130019_108204202flf_stearns/,200,Stearns 108204202FLF SVR-Brake Assembly-STD 8003822,MODEL 108204202FLF,[],[],"['Clutches and Brakes', 'Magnetic Clutches & Brakes', 'Magnetic Brakes']",
411,https://www.mrosupply.com/clutches-and-brakes/2130041_108204202rpf_stearns/,200,Stearns 108204202RPF Brake Assembly-STD 8097187,MODEL 108204202RPF,[],[],"['Clutches and Brakes', 'Magnetic Clutches & Brakes', 'Magnetic Brakes']",
412,https://www.mrosupply.com/clutches-and-brakes/2130235_108205102tlf_stearns/,200,Stearns 108205102TLF Brake Assembly-STD 8016694,MODEL 108205102TLF,[],[],"['Clutches and Brakes', 'Magnetic Clutches & Brakes', 'Magnetic Brakes']",
413,https://www.mrosupply.com/clutches-and-brakes/2130682_1086031h2lmf_stearns/,200,Stearns 1086031H2LMF Brake Assembly-INT 131436,MODEL 1086031H2LMF,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Components']",
414,https://www.mrosupply.com/clutches-and-brakes/2128443_108102102fpf_stearns/,200,Stearns 108102102FPF Brake Assembly-STD 154921,MODEL 108102102FPF,[],[],"['Clutches and Brakes', 'Magnetic Clutches & Brakes', 'Magnetic Brakes']",
415,https://www.mrosupply.com/clutches-and-brakes/2128471_108102102tqf_stearns/,200,Stearns 108102102TQF Brake Assembly-STD 8044304,MODEL 108102102TQF,[],[],"['Clutches and Brakes', 'Magnetic Clutches & Brakes', 'Magnetic Brakes']",
416,https://www.mrosupply.com/clutches-and-brakes/2128382_1081021a2jlf_stearns/,200,Stearns 1081021A2JLF Brake Assembly-INT 8026192,MODEL 1081021A2JLF,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Components']",
417,https://www.mrosupply.com/clutches-and-brakes/2128877_1081032i2fqf_stearns/,200,Stearns 1081032I2FQF SVR-Brake Assembly-INT 170066,MODEL 1081032I2FQF,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Components']",
418,https://www.mrosupply.com/clutches-and-brakes/2129143_108201202fbf_stearns/,200,Stearns 108201202FBF Brake Assembly-STD 8018106,MODEL 108201202FBF,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Replacement Parts']",
419,https://www.mrosupply.com/clutches-and-brakes/2129118_1082012h2cbf_stearns/,200,Stearns 1082012H2CBF Brake Assembly-INT 191926,MODEL 1082012H2CBF,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Components']",
420,https://www.mrosupply.com/clutches-and-brakes/2129676_108203202jlf_stearns/,200,Stearns 108203202JLF Brake Assembly-STD 8026623,MODEL 108203202JLF,[],[],"['Clutches and Brakes', 'Magnetic Clutches & Brakes', 'Magnetic Brakes']",
421,https://www.mrosupply.com/clutches-and-brakes/2129977_1082042h2flf_stearns/,200,Stearns 1082042H2FLF SVR-Brake Assembly-INT 8012311,MODEL 1082042H2FLF,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Components']",
422,https://www.mrosupply.com/clutches-and-brakes/2130254_108205102041_stearns/,200,STEARNS 108205102041 BRK-RL TACH MACHW/ HUB 8008289,MODEL 108205102041,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Hardware & Kits']",
423,https://www.mrosupply.com/clutches-and-brakes/2130825_108604202018_stearns/,200,STEARNS 108604202018 THRU SHAFT & RL TACH MTG 8014126,MODEL 108604202018,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Hardware & Kits']",
424,https://www.mrosupply.com/clutches-and-brakes/2127989_1081011a2hqf_stearns/,200,Stearns 1081011A2HQF Brake Assembly-INT 8016560,MODEL 1081011A2HQF,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Components']",
425,https://www.mrosupply.com/clutches-and-brakes/2129020_108103602juf_stearns/,200,Stearns 108103602JUF Brake Assembly-STD 133236,MODEL 108103602JUF,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Replacement Parts']",
426,https://www.mrosupply.com/clutches-and-brakes/2129019_1081036i2jzf_stearns/,200,Stearns 1081036I2JZF Brake Assembly-INT 8026372,MODEL 1081036I2JZF,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Components']",
427,https://www.mrosupply.com/clutches-and-brakes/2129410_108202202ilf_stearns/,200,Stearns 108202202ILF Brake Assembly-STD 8072790,MODEL 108202202ILF,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Replacement Parts']",
428,https://www.mrosupply.com/clutches-and-brakes/2129690_108203202vlf_stearns/,200,Stearns 108203202VLF Brake Assembly-STD 8010055,MODEL 108203202VLF,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Replacement Parts']",
429,https://www.mrosupply.com/clutches-and-brakes/2130062_108204202063_stearns/,200,STEARNS 108204202063 BR-VAFULL SRSTNLHTRSW 8069007,MODEL 108204202063,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Hardware & Kits']",
430,https://www.mrosupply.com/clutches-and-brakes/2130220_108205102npf_stearns/,200,Stearns 108205102NPF Brake Assembly-STD 8012411,MODEL 108205102NPF,[],[],"['Clutches and Brakes', 'Magnetic Clutches & Brakes', 'Magnetic Brakes']",
431,https://www.mrosupply.com/clutches-and-brakes/2130493_108232500hlb_stearns/,200,Stearns 108232500HLB Brake Assembly-STD 215952,MODEL 108232500HLB,[],[],"['Clutches and Brakes', 'Magnetic Clutches & Brakes', 'Magnetic Brakes']",
432,https://www.mrosupply.com/clutches-and-brakes/2128091_108101102rnf_stearns/,200,Stearns 108101102RNF Brake Assembly-STD 8096313,MODEL 108101102RNF,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Replacement Parts']",
433,https://www.mrosupply.com/clutches-and-brakes/2128027_1081011q2jbf_stearns/,200,Stearns 1081011Q2JBF Brake Assembly-INT 8010785,MODEL 1081011Q2JBF,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Components']",
434,https://www.mrosupply.com/clutches-and-brakes/2128672_108102202120_stearns/,200,STEARNS 108102202120 BR-VAFLAT FLANGE/280 MTR 8011244,MODEL 108102202120,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Hardware & Kits']",
435,https://www.mrosupply.com/clutches-and-brakes/2128754_108102502001_stearns/,200,STEARNS 108102502001 BRK-C FACESIDE RELR-111 8026297,MODEL 108102502001,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Hardware & Kits']",
436,https://www.mrosupply.com/clutches-and-brakes/2128785_1081031t2alf_stearns/,200,Stearns 1081031T2ALF SVR-Brake Assembly-INT 8096240,MODEL 1081031T2ALF,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Components']",
437,https://www.mrosupply.com/clutches-and-brakes/2129266_1082021h2nlf_stearns/,200,Stearns 1082021H2NLF Brake Assembly-INT 8026478,MODEL 1082021H2NLF,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Components']",
438,https://www.mrosupply.com/clutches-and-brakes/2129473_108202202119_stearns/,200,STEARNS 108202202119 BRAKE-HTRFOOT MTG KIT 128925,MODEL 108202202119,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Hardware & Kits']",
439,https://www.mrosupply.com/clutches-and-brakes/2129650_1082032h2fqf_stearns/,200,Stearns 1082032H2FQF Brake Assembly-INT 237768,MODEL 1082032H2FQF,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Components']",
440,https://www.mrosupply.com/clutches-and-brakes/2130811_108604202dlf_stearns/,200,Stearns 108604202DLF Brake Assembly-STD 8010429,MODEL 108604202DLF,[],[],"['Clutches and Brakes', 'Magnetic Clutches & Brakes', 'Magnetic Brakes']",
441,https://www.mrosupply.com/clutches-and-brakes/2144944_355744h40mbr_stearns/,200,STEARNS 355744H40MBR BRAKE 355-7 414/432V 7REG 8031485,MODEL 355744H40MBR,[],[],"['Clutches and Brakes', 'Magnetic Clutches & Brakes', 'Magnetic Brakes']",
442,https://www.mrosupply.com/clutches-and-brakes/2128005_1081011h2flf_stearns/,200,Stearns 1081011H2FLF Brake Assembly-INT 8026094,MODEL 1081011H2FLF,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Components']",
443,https://www.mrosupply.com/clutches-and-brakes/2129096_108201102057_stearns/,200,STEARNS 108201102057 BRK-RL TACH MACHW/ HUB 8007915,MODEL 108201102057,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Hardware & Kits']",
444,https://www.mrosupply.com/clutches-and-brakes/2129028_1082011a2jqf_stearns/,200,Stearns 1082011A2JQF Brake Assembly-INT 8026381,MODEL 1082011A2JQF,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Components']",
445,https://www.mrosupply.com/clutches-and-brakes/2129158_108201202wqf_stearns/,200,Stearns 108201202WQF Brake Assembly-STD-Pilot Bore 8098486,MODEL 108201202WQF,[],[],"['Clutches and Brakes', 'Magnetic Clutches & Brakes', 'Magnetic Brakes']",
446,https://www.mrosupply.com/clutches-and-brakes/2129138_1082012y2clf_stearns/,200,Stearns 1082012Y2CLF Brake Assembly-INT 234822,MODEL 1082012Y2CLF,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Components']",
447,https://www.mrosupply.com/clutches-and-brakes/2129283_108202102dlf_stearns/,200,Stearns 108202102DLF SVR-Brake Assembly-STD 8016644,MODEL 108202102DLF,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Replacement Parts']",
448,https://www.mrosupply.com/clutches-and-brakes/2129413_108202202jnf_stearns/,200,Stearns 108202202JNF Brake Assembly-STD 132343,MODEL 108202202JNF,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Replacement Parts']",
449,https://www.mrosupply.com/clutches-and-brakes/2129903_108204102071_stearns/,200,STEARNS 108204102071 SVR-BRK-ODD VOL 440V 60HZ 8018376,MODEL 108204102071,[],[],"['Clutches and Brakes', 'Magnetic Clutches & Brakes', 'Magnetic Brakes']",
450,https://www.mrosupply.com/clutches-and-brakes/2129818_1082041m2jqf_stearns/,200,Stearns 1082041M2JQF Brake Assembly-INT 234542,MODEL 1082041M2JQF,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Components']",
451,https://www.mrosupply.com/clutches-and-brakes/2130134_108204202172_stearns/,200,STEARNS 108204202172 BRK-230/460V 50HSW 171667,MODEL 108204202172,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Hardware & Kits']",
452,https://www.mrosupply.com/clutches-and-brakes/2130018_108204202cnf_stearns/,200,Stearns 108204202CNF SVR-Brake Assembly-STD 125722,MODEL 108204202CNF,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Replacement Parts']",
453,https://www.mrosupply.com/clutches-and-brakes/2130034_108204202nbf_stearns/,200,Stearns 108204202NBF Brake Assembly-STD 8026728,MODEL 108204202NBF,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Replacement Parts']",
454,https://www.mrosupply.com/clutches-and-brakes/2130352_108205202064_stearns/,200,STEARNS 108205202064 BRASSHTRSTNL NMPL3LDS 136477,MODEL 108205202064,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Hardware & Kits']",
455,https://www.mrosupply.com/clutches-and-brakes/2128225_108101202hnf_stearns/,200,Stearns 108101202HNF Brake Assembly-STD 8070302,MODEL 108101202HNF,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Replacement Parts']",
456,https://www.mrosupply.com/clutches-and-brakes/2128425_108102102alf_stearns/,200,Stearns 108102102ALF SVR-Brake Assembly-STD 8072904,MODEL 108102102ALF,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Replacement Parts']",
457,https://www.mrosupply.com/clutches-and-brakes/2128386_1081021a2tbf_stearns/,200,Stearns 1081021A2TBF Brake Assembly-INT 8026197,MODEL 1081021A2TBF,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Components']",
458,https://www.mrosupply.com/clutches-and-brakes/2128678_108102202127_stearns/,200,STEARNS 108102202127 IRSTNL P&NM PLWR&WRN SW 8020051,MODEL 108102202127,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Hardware & Kits']",
459,https://www.mrosupply.com/clutches-and-brakes/2128760_1081026t2lzf_stearns/,200,Stearns 1081026T2LZF Brake Assembly-INT 8045803,MODEL 1081026T2LZF,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Components']",
460,https://www.mrosupply.com/clutches-and-brakes/2128830_108103102029_stearns/,200,STEARNS 108103102029 BRK-THRU SHFT 1.52 D HOLE 8045464,MODEL 108103102029,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Hardware & Kits']",
461,https://www.mrosupply.com/clutches-and-brakes/2128920_108103202023_stearns/,200,STEARNS 108103202023 BRK-VASW230V HTRLG LDW 8040508,MODEL 108103202023,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Hardware & Kits']",
462,https://www.mrosupply.com/clutches-and-brakes/2129051_108201102fbf_stearns/,200,Stearns 108201102FBF Brake Assembly-STD 8074988,MODEL 108201102FBF,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Replacement Parts']",
463,https://www.mrosupply.com/clutches-and-brakes/2129147_108201202fpf_stearns/,200,Stearns 108201202FPF Brake Assembly-STD 8010456,MODEL 108201202FPF,[],[],"['Clutches and Brakes', 'Magnetic Clutches & Brakes', 'Magnetic Brakes']",
464,https://www.mrosupply.com/clutches-and-brakes/2129310_108202102012_stearns/,200,STEARNS 108202102012 BRK-FLAT FLANGE/280 MTR 8026498,MODEL 108202102012,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Hardware & Kits']",
465,https://www.mrosupply.com/clutches-and-brakes/2129457_108202202096_stearns/,200,STEARNS 108202202096 BRK-RL TACH MACHHTR 8002016,MODEL 108202202096,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Hardware & Kits']",
466,https://www.mrosupply.com/clutches-and-brakes/2129464_108202202106_stearns/,200,STEARNS 108202202106 FULL S/RSPDT SWHTRVA 8009642,MODEL 108202202106,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Hardware & Kits']",
467,https://www.mrosupply.com/clutches-and-brakes/2129375_1082022h2alf_stearns/,200,Stearns 1082022H2ALF SVR-Brake Assembly-INT 206110,MODEL 1082022H2ALF,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Components']",
468,https://www.mrosupply.com/clutches-and-brakes/2129624_108203102080_stearns/,200,STEARNS 108203102080 VAD/MCB HUBCLHOP TRN 138182,MODEL 108203102080,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Hardware & Kits']",
469,https://www.mrosupply.com/clutches-and-brakes/2129692_108203202xlf_stearns/,200,Stearns 108203202XLF Brake Assembly-STD 8011684,MODEL 108203202XLF,[],[],"['Clutches and Brakes', 'Magnetic Clutches & Brakes', 'Magnetic Brakes']",
470,https://www.mrosupply.com/clutches-and-brakes/2129799_108203602azf_stearns/,200,Stearns 108203602AZF SVR-Brake Assembly-STD 8098947,MODEL 108203602AZF,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Replacement Parts']",
471,https://www.mrosupply.com/clutches-and-brakes/2129850_108204102jmf_stearns/,200,Stearns 108204102JMF SVR-Brake Assembly-STD 8089700,MODEL 108204102JMF,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Replacement Parts']",
472,https://www.mrosupply.com/clutches-and-brakes/2130075_108204202083_stearns/,200,STEARNS 108204202083 CRANE DUTY-VAPROXHTR 1 8099521,MODEL 108204202083,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Hardware & Kits']",
473,https://www.mrosupply.com/clutches-and-brakes/2130119_108204202154_stearns/,200,STEARNS 108204202154 BRK-ODD VOLT 90V 60HZ 137557,MODEL 108204202154,[],[],"['Clutches and Brakes', 'Magnetic Clutches & Brakes', 'Magnetic Brakes']",
474,https://www.mrosupply.com/clutches-and-brakes/2130230_108205102rnf_stearns/,200,Stearns 108205102RNF Brake Assembly-STD 126167,MODEL 108205102RNF,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Replacement Parts']",
475,https://www.mrosupply.com/clutches-and-brakes/2130461_108206502txf_stearns/,200,Stearns 108206502TXF DNR-Brake Assembly-STD 8005765,MODEL 108206502TXF,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Replacement Parts']",
476,https://www.mrosupply.com/clutches-and-brakes/2130570_108261200004_stearns/,200,STEARNS 108261200004 BRK ODD VOLT 440V/60HZ-IT 8047872,MODEL 108261200004,[],[],"['Clutches and Brakes', 'Magnetic Clutches & Brakes', 'Magnetic Brakes']",
477,https://www.mrosupply.com/clutches-and-brakes/2130624_108265200014_stearns/,200,STEARNS 108265200014 BRK-VADI COMP-IT 153842,MODEL 108265200014,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Hardware & Kits']",
478,https://www.mrosupply.com/clutches-and-brakes/2130720_108603102040_stearns/,200,STEARNS 108603102040 BRK-CL H480V 60HZ 211716,MODEL 108603102040,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Hardware & Kits']",
479,https://www.mrosupply.com/clutches-and-brakes/2130740_108603202007_stearns/,200,STEARNS 108603202007 BRK-THRU SHAFTSWS850#FT 8026993,MODEL 108603202007,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Hardware & Kits']",
480,https://www.mrosupply.com/clutches-and-brakes/2130790_108604102013_stearns/,200,STEARNS 108604102013 THRU SHAFT & RL TACH MTG 8015676,MODEL 108604102013,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Hardware & Kits']",
481,https://www.mrosupply.com/clutches-and-brakes/2130805_108604102035_stearns/,200,STEARNS 108604102035 BRK-480V 60HZ 215762,MODEL 108604102035,[],[],"['Clutches and Brakes', 'Magnetic Clutches & Brakes', 'Magnetic Brakes']",
482,https://www.mrosupply.com/clutches-and-brakes/2130819_108604202zlf_stearns/,200,Stearns 108604202ZLF Brake Assembly-STD 8018209,MODEL 108604202ZLF,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Replacement Parts']",
483,https://www.mrosupply.com/clutches-and-brakes/2128134_108101102093_stearns/,200,STEARNS 108101102093 BR-FLAT FLANGE-280 MTR FR 8007236,MODEL 108101102093,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Hardware & Kits']",
484,https://www.mrosupply.com/clutches-and-brakes/2128139_108101102105_stearns/,200,STEARNS 108101102105 BRK-VERT ATHRU SHAFTCLH 8018214,MODEL 108101102105,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Hardware & Kits']",
485,https://www.mrosupply.com/clutches-and-brakes/2128061_108101102fhf_stearns/,200,Stearns 108101102FHF Brake Assembly-STD 8026114,MODEL 108101102FHF,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Replacement Parts']",
486,https://www.mrosupply.com/clutches-and-brakes/2128245_108101202012_stearns/,200,STEARNS 108101202012 BRK-VERT ASPACE HTR 115V 8026162,MODEL 108101202012,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Hardware & Kits']",
487,https://www.mrosupply.com/clutches-and-brakes/2128253_108101202031_stearns/,200,STEARNS 108101202031 BRK-VERT AHTRSW W/ LDW 8026175,MODEL 108101202031,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Hardware & Kits']",
488,https://www.mrosupply.com/clutches-and-brakes/2128317_108101202134_stearns/,200,STEARNS 108101202134 BRK-230V SPACE HTR 190074,MODEL 108101202134,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Hardware & Kits']",
489,https://www.mrosupply.com/clutches-and-brakes/2128679_108102202128_stearns/,200,STEARNS 108102202128 BRK-SPEC CBORE HUB 8029553,MODEL 108102202128,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Hardware & Kits']",
490,https://www.mrosupply.com/clutches-and-brakes/2128763_108102602jzf_stearns/,200,Stearns 108102602JZF Brake Assembly-STD 8026301,MODEL 108102602JZF,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Replacement Parts']",
491,https://www.mrosupply.com/clutches-and-brakes/2129013_108103502hxf_stearns/,200,Stearns 108103502HXF Brake Assembly-STD 8010155,MODEL 108103502HXF,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Replacement Parts']",
492,https://www.mrosupply.com/clutches-and-brakes/2129128_1082012i2wqf_stearns/,200,Stearns 1082012I2WQF Brake Assembly-INT-Pilot Bore 8001732,MODEL 1082012I2WQF,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Components']",
493,https://www.mrosupply.com/clutches-and-brakes/2129312_108202102018_stearns/,200,STEARNS 108202102018 BRK-RL TACH MACHW/ HUB 8026503,MODEL 108202102018,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Hardware & Kits']",
494,https://www.mrosupply.com/clutches-and-brakes/2129438_108202202058_stearns/,200,STEARNS 108202202058 BRK-VERT AHTRNO/NC SW 8026560,MODEL 108202202058,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Hardware & Kits']",
495,https://www.mrosupply.com/clutches-and-brakes/2129383_1082022h2nlf_stearns/,200,Stearns 1082022H2NLF Brake Assembly-INT 133828,MODEL 1082022H2NLF,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Components']",
496,https://www.mrosupply.com/clutches-and-brakes/2129597_108203102041_stearns/,200,STEARNS 108203102041 DBL C FACES/RR233-9REG 8097715,MODEL 108203102041,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Hardware & Kits']",
497,https://www.mrosupply.com/clutches-and-brakes/2129721_108203202060_stearns/,200,STEARNS 108203202060 DBLCFACES/RELHTRR234 8096221,MODEL 108203202060,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Hardware & Kits']",
498,https://www.mrosupply.com/clutches-and-brakes/2129667_108203202abf_stearns/,200,Stearns 108203202ABF SVR-Brake Assembly-STD 8026620,MODEL 108203202ABF,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Replacement Parts']",
499,https://www.mrosupply.com/clutches-and-brakes/2129693_108203202xof_stearns/,200,Stearns 108203202XOF Brake Assembly-STD 8009710,MODEL 108203202XOF,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Replacement Parts']",
500,https://www.mrosupply.com/clutches-and-brakes/2129949_108204102127_stearns/,200,STEARNS 108204102127 BRK-CL HHTRTHRU SHAFT 191429,MODEL 108204102127,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Hardware & Kits']",
501,https://www.mrosupply.com/clutches-and-brakes/2129862_108204102plf_stearns/,200,Stearns 108204102PLF Brake Assembly-STD 8026682,MODEL 108204102PLF,[],[],"['Clutches and Brakes', 'Magnetic Clutches & Brakes', 'Magnetic Brakes']",
502,https://www.mrosupply.com/clutches-and-brakes/2130103_108204202132_stearns/,200,STEARNS 108204202132 BRK-STNL STL SELF ADJUST 8024130,MODEL 108204202132,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Hardware & Kits']",
503,https://www.mrosupply.com/clutches-and-brakes/2130338_108205202046_stearns/,200,STEARNS 108205202046 BRK-K MODHTRCLASS H 8002019,MODEL 108205202046,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Hardware & Kits']",
504,https://www.mrosupply.com/clutches-and-brakes/2130402_108205602007_stearns/,200,STEARNS 108205602007 C/DUTY-VAHTSWBRASSCLH 8002972,MODEL 108205602007,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Hardware & Kits']",
505,https://www.mrosupply.com/clutches-and-brakes/2130419_1082061q2pqf_stearns/,200,Stearns 1082061Q2PQF DNR-SVR-Brake Assembly-INT 219361,MODEL 1082061Q2PQF,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Components']",
506,https://www.mrosupply.com/clutches-and-brakes/2130437_108206202xlf_stearns/,200,Stearns 108206202XLF DNR-Brake Assembly-STD 8026851,MODEL 108206202XLF,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Replacement Parts']",
507,https://www.mrosupply.com/clutches-and-brakes/2130518_108234400jqc_stearns/,200,Stearns 108234400JQC Brake Assembly-Motor MTD 283162,MODEL 108234400JQC,[],[],"['Clutches and Brakes', 'Clutches and Brakes Accessories', 'Clutch & Brake Replacement Parts']",
